OrderID,Date,Year,Month,DayOfWeek,RegionID,ClientID,NumberOfItems,TotalQuantity,AvgProductPrice,DistinctCategories,MaterialDiversity,Status,TotalPrice
1298,2025-04-01,2025,4,Tuesday,R3,C111,7,17,24.76,3,5,Canceled,430.41
1299,2025-06-21,2025,6,Saturday,R4,C789,2,3,28.33,1,4,Open,77.5
1300,2025-04-15,2025,4,Tuesday,R1,C789,9,12,22.7,3,6,Shipped,234.21
1301,2025-02-20,2025,2,Thursday,R4,C111,1,5,13.49,2,5,Canceled,66.89
1302,2025-01-14,2025,1,Tuesday,R3,C123,10,41,33.72,2,3,Open,1422.36
1303,2025-06-18,2025,6,Wednesday,R1,C123,9,20,27.9,2,2,Shipped,465.55
1304,2025-02-07,2025,2,Friday,R3,C456,5,11,45.01,4,6,Canceled,452.1
1305,2025-06-29,2025,6,Sunday,R4,C444,8,32,41.26,3,5,Open,1228.31
1306,2025-04-22,2025,4,Tuesday,R2,C444,4,5,25.47,5,6,Canceled,152.16
1307,2025-05-31,2025,5,Saturday,R3,C789,6,21,20.08,3,5,Open,391.16
1308,2025-01-04,2025,1,Saturday,R1,C456,6,8,43.79,5,8,Open,303.11
1309,2025-01-27,2025,1,Monday,R1,C111,5,10,20.3,5,6,Open,187.04
1310,2025-01-13,2025,1,Monday,R1,C456,6,12,38.32,4,5,Open,410.05
1311,2025-05-16,2025,5,Friday,R3,C123,2,3,49.04,1,1,Canceled,122.41
1312,2025-03-07,2025,3,Friday,R3,C123,3,4,34.03,4,6,Open,133.04
1313,2025-02-18,2025,2,Tuesday,R1,C111,6,26,21.97,2,2,Open,508.09
1314,2025-03-12,2025,3,Wednesday,R3,C456,6,26,32.14,1,4,Returned,835.08
1315,2025-04-15,2025,4,Tuesday,R1,C444,9,9,21.62,4,5,Shipped,204.43
1316,2025-06-15,2025,6,Sunday,R2,C111,2,6,27.04,4,7,Returned,188.97
1317,2025-06-14,2025,6,Saturday,R3,C123,8,11,34.99,3,6,Open,330.81
1318,2025-02-24,2025,2,Monday,R1,C789,2,3,17.78,2,5,Shipped,63.8
1319,2025-05-03,2025,5,Saturday,R2,C333,9,12,11.52,2,2,Shipped,162.98
1320,2025-06-15,2025,6,Sunday,R3,C333,1,5,35.31,1,2,Open,188.51
1321,2025-05-03,2025,5,Saturday,R3,C111,10,33,38.23,5,8,Canceled,1012.95
1322,2025-05-14,2025,5,Wednesday,R1,C444,3,8,15.74,1,4,Returned,120.76
1323,2025-01-12,2025,1,Sunday,R3,C222,6,22,49.7,1,3,Canceled,936.66
1324,2025-02-13,2025,2,Thursday,R2,C333,2,4,40.54,4,7,Returned,141.26
1325,2025-03-22,2025,3,Saturday,R2,C222,9,18,25.93,1,4,Open,537.88
1326,2025-04-05,2025,4,Saturday,R1,C333,5,12,49.91,4,7,Returned,587.66
1327,2025-03-17,2025,3,Monday,R2,C222,2,3,48.21,5,6,Shipped,158.49
1328,2025-04-10,2025,4,Thursday,R4,C111,7,24,32.32,1,3,Shipped,656.5
1329,2025-03-08,2025,3,Saturday,R1,C789,6,18,19.09,1,3,Open,338.07
1330,2025-05-27,2025,5,Tuesday,R2,C789,10,29,22.13,2,2,Returned,757.11
1331,2025-01-11,2025,1,Saturday,R2,C111,5,19,13.63,5,7,Returned,251.37
1332,2025-06-12,2025,6,Thursday,R2,C333,3,9,5.04,5,7,Shipped,49.63
1333,2025-03-22,2025,3,Saturday,R2,C444,3,4,14.04,5,8,Returned,64.54
1334,2025-01-16,2025,1,Thursday,R1,C123,5,12,35.08,3,6,Canceled,464.03
1335,2025-05-14,2025,5,Wednesday,R3,C333,5,23,47.6,5,7,Open,1301.37
1336,2025-01-16,2025,1,Thursday,R2,C222,3,13,18.5,2,2,Returned,248.48
1337,2025-01-21,2025,1,Tuesday,R2,C789,4,19,20.57,1,3,Open,406.8
1338,2025-03-18,2025,3,Tuesday,R4,C456,7,27,20.03,1,4,Returned,597.59
1339,2025-03-16,2025,3,Sunday,R3,C789,9,12,44.35,5,7,Returned,521.56
1340,2025-04-09,2025,4,Wednesday,R1,C333,4,17,13.3,5,7,Shipped,192.5
1341,2025-04-02,2025,4,Wednesday,R2,C123,5,11,18.75,4,6,Open,242.33
1342,2025-01-24,2025,1,Friday,R2,C111,9,29,14.76,3,5,Returned,458.42
1343,2025-05-18,2025,5,Sunday,R4,C123,6,17,37.76,3,3,Canceled,581.41
1344,2025-04-11,2025,4,Friday,R4,C444,7,11,29.04,5,6,Shipped,268.97
1345,2025-03-19,2025,3,Wednesday,R3,C222,5,7,45.12,3,4,Canceled,335.37
1346,2025-02-02,2025,2,Sunday,R1,C123,4,12,5.53,4,5,Returned,76.34
1347,2025-02-07,2025,2,Friday,R3,C789,9,32,29.49,5,8,Canceled,967.63
1348,2025-04-30,2025,4,Wednesday,R4,C111,2,2,31.41,1,1,Open,57.69
1349,2025-01-19,2025,1,Sunday,R1,C333,6,22,19.39,1,4,Returned,354.14
1350,2025-01-17,2025,1,Friday,R4,C789,1,1,45.35,2,2,Canceled,47.83
1351,2025-03-09,2025,3,Sunday,R1,C111,6,11,28.09,5,7,Canceled,299.32
1352,2025-03-13,2025,3,Thursday,R1,C444,6,21,6.73,2,4,Canceled,116.34
1353,2025-01-22,2025,1,Wednesday,R3,C456,10,41,41.29,2,3,Canceled,1904.33
1354,2025-04-13,2025,4,Sunday,R3,C456,1,3,25.0,4,6,Open,79.74
1355,2025-03-12,2025,3,Wednesday,R2,C333,8,9,22.69,1,1,Open,175.68
1356,2025-01-07,2025,1,Tuesday,R2,C111,2,9,37.77,5,6,Open,313.04
1357,2025-06-05,2025,6,Thursday,R1,C456,2,5,36.05,4,6,Canceled,182.57
1358,2025-05-09,2025,5,Friday,R3,C222,1,3,5.12,3,6,Shipped,15.58
1359,2025-03-12,2025,3,Wednesday,R4,C222,8,34,18.02,4,6,Open,528.49
1360,2025-01-19,2025,1,Sunday,R1,C456,4,14,31.18,5,5,Open,523.08
1361,2025-02-01,2025,2,Saturday,R1,C111,6,10,23.42,1,1,Open,232.95
1362,2025-03-13,2025,3,Thursday,R4,C456,4,13,36.08,5,6,Returned,404.57
1363,2025-06-11,2025,6,Wednesday,R3,C444,6,28,12.13,3,3,Shipped,332.37
1364,2025-01-14,2025,1,Tuesday,R3,C333,9,22,41.2,4,7,Shipped,832.34
1365,2025-06-07,2025,6,Saturday,R1,C222,9,43,45.58,5,6,Shipped,2259.03
1366,2025-03-02,2025,3,Sunday,R3,C456,2,8,48.71,1,1,Open,325.62
1367,2025-04-16,2025,4,Wednesday,R4,C123,1,1,36.87,2,3,Returned,35.87
1368,2025-05-03,2025,5,Saturday,R3,C444,4,15,24.76,1,3,Canceled,315.19
1369,2025-01-26,2025,1,Sunday,R2,C333,6,25,43.37,1,1,Shipped,1026.74
1370,2025-01-02,2025,1,Thursday,R4,C123,1,3,10.42,3,4,Shipped,36.54
1371,2025-05-27,2025,5,Tuesday,R2,C111,6,12,33.05,2,4,Shipped,371.36
1372,2025-02-18,2025,2,Tuesday,R1,C444,7,22,24.55,1,2,Open,505.53
1373,2025-03-12,2025,3,Wednesday,R2,C333,6,9,43.86,2,5,Shipped,405.29
1374,2025-05-20,2025,5,Tuesday,R1,C444,8,11,42.09,4,5,Returned,407.15
1375,2025-06-10,2025,6,Tuesday,R2,C333,10,33,18.16,1,1,Open,506.67
1376,2025-03-23,2025,3,Sunday,R3,C333,7,35,22.4,2,4,Shipped,916.39
1377,2025-01-27,2025,1,Monday,R2,C123,8,33,43.24,4,4,Returned,1362.97
1378,2025-03-27,2025,3,Thursday,R3,C456,8,26,43.04,3,4,Open,918.77
1379,2025-05-23,2025,5,Friday,R3,C222,4,14,21.6,5,5,Returned,329.78
1380,2025-02-09,2025,2,Sunday,R3,C789,4,11,45.54,2,5,Returned,572.51
1381,2025-03-05,2025,3,Wednesday,R3,C444,2,2,35.47,4,6,Open,71.51
1382,2025-04-21,2025,4,Monday,R2,C222,7,12,35.17,4,4,Returned,413.58
1383,2025-04-19,2025,4,Saturday,R4,C444,4,19,33.17,3,4,Returned,532.88
1384,2025-03-26,2025,3,Wednesday,R3,C333,8,40,13.1,3,6,Open,496.9
1385,2025-01-25,2025,1,Saturday,R4,C111,3,9,15.38,5,6,Returned,157.13
1386,2025-06-03,2025,6,Tuesday,R1,C222,6,17,10.52,3,5,Shipped,173.37
1387,2025-02-28,2025,2,Friday,R2,C111,2,6,14.17,4,7,Returned,99.41
1388,2025-02-17,2025,2,Monday,R4,C222,10,44,29.1,2,5,Returned,1119.23
1389,2025-06-02,2025,6,Monday,R1,C123,6,10,5.46,4,4,Canceled,43.73
1390,2025-03-23,2025,3,Sunday,R4,C444,9,12,5.89,1,1,Returned,80.89
1391,2025-01-13,2025,1,Monday,R4,C111,1,5,26.02,1,3,Canceled,121.24
1392,2025-05-24,2025,5,Saturday,R4,C789,9,21,35.68,4,6,Open,812.96
1393,2025-04-11,2025,4,Friday,R1,C123,4,16,22.36,3,3,Open,323.79
1394,2025-01-27,2025,1,Monday,R1,C222,6,26,44.69,3,3,Shipped,1210.13
1395,2025-05-22,2025,5,Thursday,R1,C456,9,37,37.66,3,5,Canceled,1130.7
1396,2025-03-28,2025,3,Friday,R2,C333,2,6,12.19,2,5,Shipped,71.82
1397,2025-01-04,2025,1,Saturday,R4,C111,2,9,32.09,3,5,Open,270.69
1398,2025-04-21,2025,4,Monday,R2,C456,6,29,49.63,1,4,Returned,1246.32
1399,2025-01-11,2025,1,Saturday,R1,C333,8,9,46.02,1,2,Open,483.23
1400,2025-06-11,2025,6,Wednesday,R3,C789,8,17,41.77,5,6,Canceled,716.61
1401,2025-01-12,2025,1,Sunday,R3,C456,3,8,30.71,1,2,Returned,271.52
1402,2025-05-20,2025,5,Tuesday,R4,C222,10,44,37.36,5,8,Returned,1512.85
1403,2025-05-23,2025,5,Friday,R2,C111,4,6,38.24,3,3,Open,200.49
1404,2025-05-11,2025,5,Sunday,R3,C444,3,6,19.87,4,4,Canceled,109.23
1405,2025-06-07,2025,6,Saturday,R4,C789,5,17,33.96,5,6,Returned,680.53
1406,2025-05-15,2025,5,Thursday,R3,C111,6,25,47.44,1,2,Shipped,1124.94
1407,2025-02-24,2025,2,Monday,R4,C222,8,24,14.09,4,7,Open,364.14
1408,2025-05-01,2025,5,Thursday,R4,C111,10,33,37.79,1,2,Open,1309.19
1409,2025-05-30,2025,5,Friday,R3,C456,9,24,45.46,2,5,Returned,1237.7
1410,2025-05-06,2025,5,Tuesday,R3,C456,9,24,47.0,2,5,Open,1011.81
1411,2025-06-14,2025,6,Saturday,R4,C444,5,6,32.91,3,4,Shipped,172.75
1412,2025-04-28,2025,4,Monday,R2,C444,6,12,49.48,4,5,Open,684.26
1413,2025-04-12,2025,4,Saturday,R3,C456,1,5,19.26,5,5,Canceled,110.01
1414,2025-04-05,2025,4,Saturday,R3,C333,8,34,11.09,5,7,Open,391.21
1415,2025-06-02,2025,6,Monday,R4,C456,5,9,13.37,3,5,Open,113.51
1416,2025-03-02,2025,3,Sunday,R3,C111,5,12,10.92,5,8,Returned,146.95
1417,2025-04-22,2025,4,Tuesday,R4,C222,3,5,39.14,1,2,Canceled,182.61
1418,2025-06-25,2025,6,Wednesday,R3,C123,2,3,31.28,5,5,Open,81.11
1419,2025-06-21,2025,6,Saturday,R2,C456,10,32,16.02,3,5,Shipped,469.32
1420,2025-04-22,2025,4,Tuesday,R3,C444,4,17,22.46,5,7,Shipped,391.13
1421,2025-02-28,2025,2,Friday,R4,C789,1,2,33.49,5,6,Returned,71.98
1422,2025-05-10,2025,5,Saturday,R3,C444,7,18,48.86,4,7,Returned,852.04
1423,2025-02-01,2025,2,Saturday,R3,C111,6,21,19.61,2,4,Shipped,489.83
1424,2025-06-10,2025,6,Tuesday,R1,C222,6,14,35.25,4,4,Open,545.39
1425,2025-03-15,2025,3,Saturday,R2,C333,6,10,18.1,5,8,Shipped,216.85
1426,2025-06-14,2025,6,Saturday,R2,C123,1,3,49.36,1,1,Canceled,162.71
1427,2025-03-16,2025,3,Sunday,R4,C123,1,4,6.94,1,2,Canceled,31.32
1428,2025-05-14,2025,5,Wednesday,R2,C111,1,3,27.19,5,5,Canceled,96.3
1429,2025-01-12,2025,1,Sunday,R2,C123,3,7,45.92,1,2,Canceled,375.98
1430,2025-02-28,2025,2,Friday,R4,C222,2,8,13.02,5,8,Returned,116.66
1431,2025-03-05,2025,3,Wednesday,R2,C444,5,19,13.37,2,4,Shipped,208.51
1432,2025-01-04,2025,1,Saturday,R3,C444,6,8,43.96,2,2,Returned,369.72
1433,2025-06-16,2025,6,Monday,R3,C333,4,14,47.51,2,3,Open,718.91
1434,2025-05-28,2025,5,Wednesday,R1,C789,2,3,40.71,4,7,Open,145.95
1435,2025-01-14,2025,1,Tuesday,R1,C222,5,25,10.84,5,6,Shipped,296.25
1436,2025-04-13,2025,4,Sunday,R2,C222,5,17,31.82,3,6,Open,498.64
1437,2025-01-04,2025,1,Saturday,R3,C456,6,21,37.57,2,5,Shipped,730.07
1438,2025-01-12,2025,1,Sunday,R3,C456,10,37,33.48,3,6,Open,1059.48
1439,2025-05-30,2025,5,Friday,R3,C456,3,9,19.21,1,4,Returned,196.82
1440,2025-06-11,2025,6,Wednesday,R1,C111,2,10,20.61,2,5,Returned,209.53
1441,2025-01-20,2025,1,Monday,R2,C456,10,40,15.49,1,4,Canceled,692.45
1442,2025-04-05,2025,4,Saturday,R1,C444,3,3,37.07,1,4,Shipped,120.73
1443,2025-03-22,2025,3,Saturday,R2,C222,8,11,28.57,4,7,Open,363.09
1444,2025-02-17,2025,2,Monday,R4,C111,2,6,5.56,4,4,Open,39.1
1445,2025-06-30,2025,6,Monday,R2,C111,9,23,46.2,2,4,Canceled,1146.13
1446,2025-05-31,2025,5,Saturday,R1,C444,10,42,17.03,2,2,Shipped,852.31
1447,2025-03-09,2025,3,Sunday,R2,C333,9,45,34.2,2,3,Shipped,1385.49
1448,2025-01-17,2025,1,Friday,R4,C222,2,3,48.52,5,8,Returned,165.82
1449,2025-06-17,2025,6,Tuesday,R2,C444,6,25,46.73,4,7,Shipped,1003.16
1450,2025-06-08,2025,6,Sunday,R4,C123,5,25,25.22,4,7,Canceled,716.54
1451,2025-04-07,2025,4,Monday,R2,C456,4,5,33.86,1,2,Shipped,165.01
1452,2025-04-07,2025,4,Monday,R1,C333,1,5,40.89,3,5,Open,171.19
1453,2025-02-22,2025,2,Saturday,R3,C333,5,10,25.8,3,6,Open,266.35
1454,2025-02-09,2025,2,Sunday,R1,C789,5,13,32.71,4,4,Open,481.05
1455,2025-04-19,2025,4,Saturday,R4,C456,7,35,34.84,3,6,Canceled,1161.02
1456,2025-04-02,2025,4,Wednesday,R4,C111,10,38,18.39,1,4,Shipped,670.61
1457,2025-05-16,2025,5,Friday,R1,C789,3,7,47.53,4,7,Canceled,365.1
1458,2025-02-17,2025,2,Monday,R4,C111,4,20,27.66,4,5,Returned,491.4
1459,2025-05-28,2025,5,Wednesday,R1,C111,10,19,18.9,5,5,Open,383.97
1460,2025-02-26,2025,2,Wednesday,R4,C789,4,8,31.93,1,1,Returned,291.82
1461,2025-06-10,2025,6,Tuesday,R2,C789,8,25,37.78,5,6,Canceled,1088.53
1462,2025-03-27,2025,3,Thursday,R2,C222,8,22,13.56,4,6,Open,325.93
1463,2025-06-02,2025,6,Monday,R4,C789,4,19,5.3,1,2,Shipped,84.93
1464,2025-03-05,2025,3,Wednesday,R2,C111,8,32,29.54,5,7,Canceled,1087.31
1465,2025-01-08,2025,1,Wednesday,R3,C444,1,3,31.33,4,6,Canceled,85.31
1466,2025-02-14,2025,2,Friday,R4,C222,2,7,29.72,1,4,Shipped,221.23
1467,2025-05-12,2025,5,Monday,R4,C789,3,9,31.51,4,6,Shipped,330.97
1468,2025-06-29,2025,6,Sunday,R2,C123,8,31,25.49,5,8,Canceled,790.34
1469,2025-03-11,2025,3,Tuesday,R1,C789,10,37,41.1,4,5,Returned,1456.74
1470,2025-03-02,2025,3,Sunday,R2,C222,4,14,12.86,3,5,Canceled,195.05
1471,2025-03-08,2025,3,Saturday,R4,C444,3,15,30.05,1,4,Canceled,468.5
1472,2025-04-05,2025,4,Saturday,R4,C333,3,14,36.46,4,5,Shipped,499.99
1473,2025-02-03,2025,2,Monday,R3,C444,3,6,49.54,3,3,Open,319.92
1474,2025-02-16,2025,2,Sunday,R1,C333,9,40,39.76,4,4,Open,1331.02
1475,2025-01-27,2025,1,Monday,R4,C123,5,25,29.59,3,4,Open,850.36
1476,2025-03-25,2025,3,Tuesday,R2,C222,2,4,20.42,4,4,Open,91.0
1477,2025-04-21,2025,4,Monday,R3,C789,7,24,30.45,3,6,Returned,609.09
1478,2025-03-12,2025,3,Wednesday,R1,C789,4,12,46.94,5,8,Returned,548.44
1479,2025-04-29,2025,4,Tuesday,R4,C333,7,12,5.16,1,2,Returned,54.92
1480,2025-01-18,2025,1,Saturday,R2,C789,6,23,36.38,1,3,Returned,730.75
1481,2025-03-30,2025,3,Sunday,R3,C222,2,7,8.97,5,8,Shipped,73.17
1482,2025-05-17,2025,5,Saturday,R1,C789,1,5,9.95,4,6,Canceled,59.65
1483,2025-03-28,2025,3,Friday,R4,C111,6,7,11.01,4,5,Returned,80.35
1484,2025-02-05,2025,2,Wednesday,R1,C222,7,31,17.21,1,1,Shipped,483.12
1485,2025-02-04,2025,2,Tuesday,R2,C111,3,9,41.27,3,3,Open,418.2
1486,2025-03-06,2025,3,Thursday,R1,C789,9,16,49.6,3,4,Shipped,674.65
1487,2025-01-16,2025,1,Thursday,R1,C111,9,30,17.27,4,7,Canceled,601.77
1488,2025-04-09,2025,4,Wednesday,R4,C444,9,17,22.52,5,7,Returned,321.41
1489,2025-01-08,2025,1,Wednesday,R3,C333,9,13,17.56,2,4,Open,245.44
1490,2025-02-27,2025,2,Thursday,R1,C456,1,4,5.38,3,4,Canceled,19.51
1491,2025-04-04,2025,4,Friday,R3,C222,9,41,18.25,4,6,Open,820.85
1492,2025-04-04,2025,4,Friday,R1,C456,2,2,19.78,2,2,Shipped,34.67
1493,2025-02-01,2025,2,Saturday,R1,C444,4,13,16.41,5,8,Shipped,227.59
1494,2025-04-01,2025,4,Tuesday,R3,C444,4,16,41.37,2,2,Returned,640.94
1495,2025-01-06,2025,1,Monday,R1,C789,2,7,28.87,5,6,Open,226.4
1496,2025-05-27,2025,5,Tuesday,R1,C333,6,17,35.55,2,5,Shipped,585.57
1497,2025-02-02,2025,2,Sunday,R4,C456,6,9,17.07,2,2,Open,139.91
1498,2025-02-23,2025,2,Sunday,R2,C333,5,10,40.99,1,2,Shipped,334.44
1499,2025-04-07,2025,4,Monday,R1,C123,1,1,44.22,2,5,Shipped,50.58
