timestamp,warehouseid,itemtype,itemid,regionid,currentstock
2023-02-28,4,product,34,3,269
2023-02-28,4,product,43,2,168
2023-02-28,4,product,45,2,223
2023-02-28,5,row,7,4,170
2023-02-28,5,product,9,1,189
2023-02-28,5,product,47,4,127
2023-03-01,1,product,19,1,146
2023-03-01,1,row,32,1,261
2023-03-01,1,product,34,4,205
2023-03-01,2,row,17,2,63
2023-03-01,2,row,39,2,156
2023-03-01,3,product,22,3,139
2023-03-01,3,product,28,3,141
2023-03-01,3,product,34,2,204
2023-03-01,3,product,34,1,277
2023-03-01,4,row,2,4,159
2023-03-01,4,product,14,4,164
2023-03-01,4,row,23,3,104
2023-03-01,5,row,2,3,237
2023-03-01,5,product,4,2,207
2023-03-02,1,product,28,3,135
2023-03-02,2,row,1,2,186
2023-03-02,2,product,20,2,208
2023-03-02,2,row,21,2,72
2023-03-02,2,row,32,4,175
2023-03-02,3,row,10,4,128
2023-03-02,3,row,21,2,88
2023-03-02,3,row,37,4,72
2023-03-02,3,row,42,2,65
2023-03-02,4,product,2,4,138
2023-03-02,4,product,12,3,207
2023-03-02,4,product,31,1,222
2023-03-02,4,product,32,2,192
2023-03-02,5,product,22,4,96
2023-03-03,1,product,22,2,124
2023-03-03,1,product,25,1,151
2023-03-03,1,row,42,3,88
2023-03-03,2,product,1,1,241
2023-03-03,2,row,46,1,210
2023-03-03,3,row,9,1,174
2023-03-03,3,product,16,3,124
2023-03-03,4,product,11,2,200
2023-03-03,4,product,42,1,91
2023-03-03,5,row,22,3,135
2023-03-03,5,product,26,3,160
2023-03-03,5,row,32,4,177
2023-03-03,5,row,35,2,89
2023-03-03,5,product,36,4,132
2023-03-04,1,row,9,4,99
2023-03-04,1,row,11,1,221
2023-03-04,1,row,26,1,130
2023-03-04,1,row,46,3,182
2023-03-04,2,product,18,3,146
2023-03-04,2,product,32,2,180
2023-03-04,2,product,49,4,41
2023-03-04,3,row,18,4,121
2023-03-04,3,product,24,4,134
2023-03-04,3,row,32,3,222
2023-03-04,3,row,39,4,144
2023-03-04,4,product,18,2,137
2023-03-04,5,row,3,4,56
2023-03-04,5,product,20,4,151
2023-03-05,1,row,2,3,191
2023-03-05,1,product,11,1,234
2023-03-05,1,product,28,3,134
2023-03-05,2,row,6,1,91
2023-03-05,2,row,36,4,102
2023-03-05,2,product,47,4,144
2023-03-05,3,product,43,3,178
2023-03-05,3,product,47,3,179
2023-03-05,4,row,13,4,151
2023-03-05,4,row,30,4,98
2023-03-05,5,row,2,2,123
2023-03-05,5,product,23,2,73
2023-03-05,5,product,40,1,150
2023-03-05,5,product,44,4,98
2023-03-06,1,product,14,4,207
2023-03-06,1,row,17,1,75
2023-03-06,2,row,27,4,82
2023-03-06,3,product,9,4,163
2023-03-06,3,product,17,2,65
2023-03-06,3,product,24,2,158
2023-03-06,3,product,24,3,191
2023-03-06,3,row,45,1,230
2023-03-06,3,row,47,3,188
2023-03-06,4,row,47,3,207
2023-03-06,5,row,4,2,181
2023-03-06,5,row,32,1,219
2023-03-06,5,row,36,1,183
2023-03-06,5,product,39,3,171
2023-03-07,1,row,16,4,100
2023-03-07,1,row,19,1,127
2023-03-07,1,row,21,3,100
2023-03-07,1,product,28,1,150
2023-03-07,1,row,41,1,103
2023-03-07,1,row,43,4,140
2023-03-07,2,row,43,2,156
2023-03-07,3,product,7,4,148
2023-03-07,3,row,31,2,94
2023-03-07,3,row,40,4,104
2023-03-07,4,product,33,2,119
2023-03-07,5,row,7,3,228
2023-03-07,5,product,33,2,106
2023-03-07,5,row,39,3,172
2023-03-08,1,row,2,4,146
2023-03-08,1,row,10,4,148
2023-03-08,1,product,18,3,200
2023-03-08,1,row,44,1,166
2023-03-08,2,row,4,1,181
2023-03-08,2,product,41,3,84
2023-03-08,3,row,26,1,182
2023-03-08,3,product,27,2,81
2023-03-08,3,row,31,2,115
2023-03-08,3,product,47,2,174
2023-03-08,4,row,40,3,199
2023-03-08,5,product,21,3,118
2023-03-08,5,product,29,2,166
2023-03-08,5,product,42,2,66
2023-03-09,1,row,39,2,157
2023-03-09,1,product,40,4,96
2023-03-09,2,row,16,2,94
2023-03-09,2,row,26,2,134
2023-03-09,2,row,31,4,125
2023-03-09,3,row,5,3,215
2023-03-09,3,row,13,1,256
2023-03-09,3,product,14,4,200
2023-03-09,3,product,26,1,159
2023-03-09,4,row,13,4,162
2023-03-09,4,product,35,1,99
2023-03-09,4,row,36,1,177
2023-03-09,5,row,14,3,248
2023-03-09,5,row,15,1,267
2023-03-10,1,product,35,4,72
2023-03-10,2,row,4,1,246
2023-03-10,2,row,10,2,171
2023-03-10,2,row,23,3,93
2023-03-10,2,product,25,1,122
2023-03-10,2,row,33,4,104
2023-03-10,2,product,41,4,64
2023-03-10,3,product,2,3,213
2023-03-10,3,row,21,2,76
2023-03-10,3,product,29,4,162
2023-03-10,4,product,9,3,168
2023-03-10,4,product,30,1,180
2023-03-10,5,product,10,4,130
2023-03-10,5,product,44,3,152
2023-03-11,1,product,16,2,102
2023-03-11,1,row,26,4,78
2023-03-11,2,product,1,3,228
2023-03-11,2,row,2,2,145
2023-03-11,2,product,4,4,140
2023-03-11,3,product,17,1,74
2023-03-11,3,product,42,3,69
2023-03-11,4,row,32,2,175
2023-03-11,4,product,46,4,113
2023-03-11,5,row,8,4,167
2023-03-11,5,row,12,4,123
2023-03-11,5,row,28,2,102
2023-03-11,5,row,30,3,138
2023-03-11,5,row,40,1,157
2023-03-12,1,row,17,1,73
2023-03-12,1,row,39,1,192
2023-03-12,1,row,48,3,210
2023-03-12,2,row,28,2,91
2023-03-12,2,product,48,1,196
2023-03-12,3,row,6,1,106
2023-03-12,3,product,20,3,262
2023-03-12,3,row,21,4,64
2023-03-12,3,row,22,4,110
2023-03-12,3,row,30,1,158
2023-03-12,3,product,47,1,208
2023-03-12,5,row,14,3,235
2023-03-12,5,product,27,4,59
2023-03-12,5,row,30,4,111
2023-03-13,1,row,44,4,92
2023-03-13,2,product,32,2,195
2023-03-13,2,product,42,2,68
2023-03-13,3,row,1,3,188
2023-03-13,3,row,2,2,170
2023-03-13,3,row,18,2,176
2023-03-13,3,product,33,4,76
2023-03-13,4,row,5,3,167
2023-03-13,4,product,35,2,93
2023-03-13,4,row,49,3,83
2023-03-13,5,row,5,2,154
2023-03-13,5,product,12,4,145
2023-03-13,5,product,21,1,123
2023-03-13,5,row,34,4,210
2023-03-14,1,product,7,3,227
2023-03-14,1,row,15,2,225
2023-03-14,1,product,24,4,136
2023-03-14,2,product,12,4,157
2023-03-14,2,product,16,4,123
2023-03-14,2,row,28,3,113
2023-03-14,2,row,40,2,114
2023-03-14,3,row,5,1,201
2023-03-14,3,product,16,1,188
2023-03-14,4,row,12,4,103
2023-03-14,4,row,31,3,162
2023-03-14,4,product,45,3,281
2023-03-14,5,row,3,4,58
2023-03-14,5,row,40,4,117
2023-03-15,1,row,14,4,192
2023-03-15,1,row,49,1,93
2023-03-15,2,product,25,4,84
2023-03-15,3,product,2,4,185
2023-03-15,3,row,9,4,131
2023-03-15,3,product,25,3,149
2023-03-15,3,product,26,2,110
2023-03-15,3,row,32,2,202
2023-03-15,3,product,47,1,213
2023-03-15,4,row,8,1,261
2023-03-15,4,product,18,1,186
2023-03-15,4,row,31,2,127
2023-03-15,5,product,26,2,126
2023-03-15,5,product,26,4,105
2023-03-16,1,product,39,3,194
2023-03-16,1,product,46,1,207
2023-03-16,1,row,50,2,85
2023-03-16,2,row,4,2,171
2023-03-16,2,product,22,2,117
2023-03-16,2,row,23,2,81
2023-03-16,2,product,48,4,158
2023-03-16,2,row,50,2,98
2023-03-16,3,product,23,1,121
2023-03-16,5,row,2,4,158
2023-03-16,5,row,3,4,74
2023-03-16,5,row,25,1,150
2023-03-16,5,row,26,4,100
2023-03-16,5,row,49,2,70
2023-03-17,1,row,17,2,49
2023-03-17,1,row,46,2,139
2023-03-17,2,product,3,2,87
2023-03-17,2,product,9,2,135
2023-03-17,2,row,15,1,279
2023-03-17,2,row,45,1,301
2023-03-17,3,row,5,3,165
2023-03-17,3,row,36,4,121
2023-03-17,4,row,8,4,172
2023-03-17,4,product,14,2,211
2023-03-17,4,row,24,3,149
2023-03-17,4,product,26,2,137
2023-03-17,5,row,7,4,128
2023-03-17,5,row,38,4,193
2023-03-18,2,row,26,3,160
2023-03-18,2,product,44,3,139
2023-03-18,3,row,20,4,154
2023-03-18,3,product,31,4,100
2023-03-18,3,product,42,1,87
2023-03-18,4,product,19,4,84
2023-03-18,4,product,23,1,90
2023-03-18,4,row,27,4,62
2023-03-18,4,product,50,1,116
2023-03-18,5,row,5,1,183
2023-03-18,5,product,15,2,196
2023-03-18,5,row,27,1,91
2023-03-18,5,product,31,4,119
2023-03-18,5,row,36,1,209
2023-03-19,1,product,6,3,79
2023-03-19,1,product,12,4,133
2023-03-19,1,row,19,1,115
2023-03-19,1,row,23,3,99
2023-03-19,1,product,28,3,125
2023-03-19,2,product,5,4,108
2023-03-19,2,product,34,2,194
2023-03-19,2,product,35,3,84
2023-03-19,2,row,36,2,116
2023-03-19,2,row,37,1,88
2023-03-19,4,row,3,2,58
2023-03-19,4,row,5,2,141
2023-03-19,4,product,18,3,186
2023-03-19,5,product,18,2,149
2023-03-20,1,row,18,4,160
2023-03-20,1,product,25,2,121
2023-03-20,2,product,18,3,234
2023-03-20,2,product,31,2,135
2023-03-20,3,product,15,3,323
2023-03-20,3,row,15,2,220
2023-03-20,3,product,38,1,314
2023-03-20,4,row,4,4,159
2023-03-20,4,row,11,1,280
2023-03-20,4,row,40,1,184
2023-03-20,4,product,48,1,296
2023-03-20,5,product,21,2,72
2023-03-20,5,row,33,4,112
2023-03-20,5,product,47,3,177
2023-03-21,1,product,5,1,236
2023-03-21,1,product,28,1,150
2023-03-21,1,row,35,1,97
2023-03-21,1,row,36,3,194
2023-03-21,1,row,39,4,159
2023-03-21,3,row,18,2,188
2023-03-21,3,product,30,3,124
2023-03-21,3,row,34,4,193
2023-03-21,4,row,8,4,165
2023-03-21,4,row,13,2,207
2023-03-21,4,product,13,1,241
2023-03-21,4,row,33,4,113
2023-03-21,5,row,3,3,104
2023-03-21,5,product,26,4,116
2023-03-22,1,product,18,2,162
2023-03-22,1,row,35,1,109
2023-03-22,2,product,5,2,144
2023-03-22,2,product,5,1,181
2023-03-22,2,product,15,3,294
2023-03-22,2,row,17,3,67
2023-03-22,3,product,15,2,223
2023-03-22,3,product,25,4,100
2023-03-22,3,product,34,1,248
2023-03-22,3,row,39,1,246
2023-03-22,4,product,24,4,142
2023-03-22,4,product,29,4,175
2023-03-22,4,product,39,2,139
2023-03-22,5,row,7,1,223
2023-03-23,1,product,27,2,76
2023-03-23,1,row,28,4,104
2023-03-23,1,row,31,3,158
2023-03-23,1,row,49,4,49
2023-03-23,1,product,50,3,108
2023-03-23,2,product,14,2,212
2023-03-23,2,product,24,2,171
2023-03-23,2,product,29,3,188
2023-03-23,3,product,22,4,116
2023-03-23,3,product,24,4,146
2023-03-23,3,product,50,4,87
2023-03-23,4,row,5,2,150
2023-03-23,4,row,37,4,66
2023-03-23,5,product,35,3,81
2023-03-24,1,product,31,3,152
2023-03-24,1,product,32,4,180
2023-03-24,1,row,43,3,237
2023-03-24,2,product,25,1,151
2023-03-24,2,row,33,1,165
2023-03-24,3,product,29,1,268
2023-03-24,4,row,9,4,152
2023-03-24,5,product,20,2,206
2023-03-24,5,row,22,1,216
2023-03-24,5,row,26,1,164
2023-03-24,5,row,27,4,74
2023-03-24,5,product,27,1,102
2023-03-24,5,product,34,3,255
2023-03-24,5,row,49,3,95
2023-03-25,1,product,21,1,101
2023-03-25,1,row,32,3,221
2023-03-25,2,product,3,2,66
2023-03-25,2,row,4,3,226
2023-03-25,2,product,27,1,86
2023-03-25,3,row,6,2,68
2023-03-25,3,product,12,3,213
2023-03-25,3,product,37,4,64
2023-03-25,3,row,46,4,133
2023-03-25,4,row,1,1,227
2023-03-25,4,row,49,1,81
2023-03-25,5,row,21,3,93
2023-03-25,5,row,43,3,166
2023-03-25,5,row,49,1,82
2023-03-26,1,row,23,1,102
2023-03-26,1,row,28,3,118
2023-03-26,1,product,35,3,86
2023-03-26,2,row,7,2,154
2023-03-26,2,row,44,1,138
2023-03-26,3,row,16,3,129
2023-03-26,3,product,49,3,76
2023-03-26,4,row,1,2,181
2023-03-26,4,product,3,3,86
2023-03-26,4,row,13,3,194
2023-03-26,4,row,17,1,79
2023-03-26,5,row,12,3,179
2023-03-26,5,row,13,1,227
2023-03-26,5,product,40,2,108
2023-03-27,1,product,1,1,254
2023-03-27,1,product,31,4,117
2023-03-27,2,product,26,3,156
2023-03-27,2,product,32,2,207
2023-03-27,2,product,45,1,280
2023-03-27,2,row,46,4,147
2023-03-27,3,row,10,2,176
2023-03-27,3,product,15,1,234
2023-03-27,3,row,27,2,75
2023-03-27,3,row,50,4,90
2023-03-27,4,row,49,1,82
2023-03-27,5,product,10,2,166
2023-03-27,5,product,14,4,229
2023-03-27,5,product,31,1,159
2023-03-28,1,product,11,3,232
2023-03-28,1,row,40,1,198
2023-03-28,1,product,50,3,112
2023-03-28,2,product,18,1,213
2023-03-28,2,row,41,3,94
2023-03-28,3,product,15,4,229
2023-03-28,3,product,16,2,126
2023-03-28,3,product,32,2,232
2023-03-28,4,product,18,4,132
2023-03-28,4,product,31,2,135
2023-03-28,4,product,45,4,216
2023-03-28,5,product,7,2,182
2023-03-28,5,row,12,2,189
2023-03-28,5,product,42,3,88
2023-03-29,1,row,2,2,168
2023-03-29,1,row,39,1,213
2023-03-29,2,product,24,4,136
2023-03-29,2,product,48,4,188
2023-03-29,3,row,25,4,102
2023-03-29,4,product,29,1,246
2023-03-29,4,product,43,3,227
2023-03-29,4,product,43,1,226
2023-03-29,4,row,46,1,182
2023-03-29,5,product,2,4,136
2023-03-29,5,product,23,4,68
2023-03-29,5,product,26,2,123
2023-03-29,5,row,26,2,121
2023-03-29,5,row,29,4,155
2023-03-30,1,row,3,3,74
2023-03-30,1,row,4,1,274
2023-03-30,1,product,16,4,125
2023-03-30,1,product,23,1,85
2023-03-30,1,row,34,3,299
2023-03-30,1,product,37,2,78
2023-03-30,2,product,17,3,84
2023-03-30,3,row,3,3,123
2023-03-30,4,row,3,2,90
2023-03-30,4,row,9,3,181
2023-03-30,4,row,21,1,102
2023-03-30,4,row,22,1,198
2023-03-30,4,product,40,3,145
2023-03-30,5,row,33,4,101
2023-03-31,1,row,1,1,228
2023-03-31,1,product,26,2,139
2023-03-31,1,row,29,2,197
2023-03-31,1,product,35,1,104
2023-03-31,1,row,41,2,74
2023-03-31,2,row,5,2,140
2023-03-31,2,product,16,2,122
2023-03-31,2,product,21,1,91
2023-03-31,2,row,25,1,160
2023-03-31,3,row,3,2,72
2023-03-31,3,product,18,4,161
2023-03-31,4,product,4,2,198
2023-03-31,4,product,18,1,184
2023-03-31,5,row,49,3,94
2023-04-01,1,row,17,4,48
2023-04-01,1,row,20,2,148
2023-04-01,1,product,24,1,174
2023-04-01,1,row,42,3,71
2023-04-01,1,product,43,4,120
2023-04-01,2,product,45,4,189
2023-04-01,3,product,3,2,68
2023-04-01,3,product,3,1,82
2023-04-01,3,row,18,2,144
2023-04-01,3,product,23,3,83
2023-04-01,3,row,27,2,68
2023-04-01,3,product,36,2,137
2023-04-01,5,product,34,2,202
2023-04-01,5,product,39,1,224
2023-04-02,1,row,1,2,137
2023-04-02,1,product,12,1,179
2023-04-02,1,row,48,3,203
2023-04-02,2,product,16,1,126
2023-04-02,3,row,20,3,216
2023-04-02,3,product,27,1,92
2023-04-02,3,row,32,2,190
2023-04-02,4,row,33,1,151
2023-04-02,4,row,43,3,191
2023-04-02,5,product,14,1,255
2023-04-02,5,product,30,1,157
2023-04-02,5,product,34,4,161
2023-04-02,5,product,43,4,141
2023-04-02,5,product,49,3,63
2023-04-03,1,product,20,1,236
2023-04-03,1,row,24,2,160
2023-04-03,1,row,39,3,212
2023-04-03,1,product,50,4,86
2023-04-03,2,product,13,3,203
2023-04-03,2,product,40,1,166
2023-04-03,2,row,49,4,59
2023-04-03,3,product,17,4,55
2023-04-03,4,product,11,3,235
2023-04-03,5,product,1,4,157
2023-04-03,5,row,15,4,223
2023-04-03,5,row,25,3,161
2023-04-03,5,product,43,1,193
2023-04-03,5,row,48,2,189
2023-04-04,1,product,11,1,278
2023-04-04,1,product,25,1,135
2023-04-04,1,row,47,1,193
2023-04-04,2,row,47,2,164
2023-04-04,3,product,27,2,72
2023-04-04,3,row,29,1,267
2023-04-04,3,product,33,3,135
2023-04-04,3,row,44,2,119
2023-04-04,4,product,30,2,125
2023-04-04,4,row,34,4,201
2023-04-04,4,row,46,3,213
2023-04-04,5,row,19,1,139
2023-04-04,5,row,24,1,238
2023-04-04,5,row,42,4,56
2023-04-05,1,product,2,3,195
2023-04-05,1,product,23,4,81
2023-04-05,1,product,35,4,84
2023-04-05,2,product,22,1,198
2023-04-05,2,product,48,3,243
2023-04-05,3,row,20,1,288
2023-04-05,3,row,30,4,117
2023-04-05,4,row,6,3,84
2023-04-05,4,product,41,3,89
2023-04-05,4,row,44,4,96
2023-04-05,4,row,49,4,49
2023-04-05,5,product,22,2,132
2023-04-05,5,row,31,3,173
2023-04-05,5,row,39,3,204
2023-04-06,1,product,4,3,236
2023-04-06,1,product,8,1,297
2023-04-06,1,product,36,1,199
2023-04-06,1,row,45,1,304
2023-04-06,2,product,9,2,150
2023-04-06,2,product,16,3,176
2023-04-06,2,row,36,3,179
2023-04-06,3,row,11,3,222
2023-04-06,3,product,13,4,170
2023-04-06,3,product,13,2,168
2023-04-06,3,row,14,4,168
2023-04-06,3,row,39,4,142
2023-04-06,4,row,47,4,140
2023-04-06,5,row,5,4,128
2023-04-07,2,row,4,3,246
2023-04-07,2,row,43,4,160
2023-04-07,3,row,1,2,209
2023-04-07,3,row,27,4,60
2023-04-07,3,product,27,1,86
2023-04-07,3,product,38,1,316
2023-04-07,3,product,42,3,91
2023-04-07,3,product,49,3,73
2023-04-07,4,row,50,3,117
2023-04-07,5,product,14,4,180
2023-04-07,5,row,17,4,55
2023-04-07,5,product,23,3,106
2023-04-07,5,row,35,4,83
2023-04-07,5,row,49,3,90
2023-04-08,1,row,6,3,85
2023-04-08,1,row,24,3,167
2023-04-08,2,row,17,1,85
2023-04-08,2,row,28,2,102
2023-04-08,3,row,15,2,247
2023-04-08,3,product,34,3,244
2023-04-08,3,product,50,2,108
2023-04-08,4,row,9,1,156
2023-04-08,4,row,23,4,59
2023-04-08,4,row,28,1,129
2023-04-08,4,product,34,4,189
2023-04-08,4,product,39,4,171
2023-04-08,4,row,44,3,161
2023-04-08,5,product,36,3,145
2023-04-09,1,row,24,3,194
2023-04-09,1,product,30,4,95
2023-04-09,1,product,43,3,198
2023-04-09,1,row,45,1,238
2023-04-09,1,row,49,4,59
2023-04-09,2,row,9,2,136
2023-04-09,2,product,9,3,175
2023-04-09,2,product,28,4,73
2023-04-09,2,product,41,2,71
2023-04-09,4,row,15,3,296
2023-04-09,4,product,41,3,86
2023-04-09,5,product,37,2,72
2023-04-09,5,row,41,1,104
2023-04-09,5,row,48,3,228
2023-04-10,1,product,21,2,81
2023-04-10,1,row,43,2,144
2023-04-10,1,product,47,1,229
2023-04-10,2,product,12,4,152
2023-04-10,2,row,35,3,102
2023-04-10,3,row,18,3,200
2023-04-10,3,product,37,2,82
2023-04-10,3,row,38,2,217
2023-04-10,3,product,43,2,171
2023-04-10,4,row,13,1,242
2023-04-10,5,row,9,2,160
2023-04-10,5,row,11,3,244
2023-04-10,5,product,16,4,119
2023-04-10,5,row,42,4,49
2023-04-11,1,product,16,1,138
2023-04-11,2,row,24,1,200
2023-04-11,2,product,45,4,169
2023-04-11,2,product,47,4,139
2023-04-11,3,row,4,3,217
2023-04-11,3,product,32,2,210
2023-04-11,3,product,33,1,172
2023-04-11,3,row,35,1,106
2023-04-11,3,row,35,3,110
2023-04-11,4,product,21,2,81
2023-04-11,4,product,33,4,86
2023-04-11,5,row,11,2,199
2023-04-11,5,product,28,1,154
2023-04-11,5,product,43,3,190
2023-04-12,2,product,3,2,70
2023-04-12,2,row,25,3,128
2023-04-12,2,row,26,1,162
2023-04-12,2,product,44,1,135
2023-04-12,2,product,47,3,189
2023-04-12,2,product,50,3,113
2023-04-12,3,product,16,2,109
2023-04-12,3,product,49,4,64
2023-04-12,4,product,9,3,174
2023-04-12,4,row,31,4,127
2023-04-12,4,product,38,3,215
2023-04-12,4,product,43,1,259
2023-04-12,5,product,33,3,163
2023-04-12,5,product,42,1,92
2023-04-13,1,row,18,2,164
2023-04-13,1,product,25,1,116
2023-04-13,2,row,2,1,189
2023-04-13,2,row,3,2,76
2023-04-13,2,row,11,4,148
2023-04-13,2,product,13,2,221
2023-04-13,2,product,22,4,138
2023-04-13,2,row,50,3,138
2023-04-13,3,product,14,2,170
2023-04-13,3,row,47,4,152
2023-04-13,4,row,29,1,247
2023-04-13,4,product,34,3,256
2023-04-13,4,product,38,1,282
2023-04-13,5,product,43,1,210
2023-04-14,1,row,2,4,175
2023-04-14,1,product,4,2,204
2023-04-14,1,row,4,2,153
2023-04-14,1,product,15,2,247
2023-04-14,1,product,35,2,76
2023-04-14,1,row,38,2,257
2023-04-14,1,product,43,2,169
2023-04-14,3,row,36,1,180
2023-04-14,4,product,12,2,202
2023-04-14,4,product,26,2,115
2023-04-14,4,product,32,2,225
2023-04-14,4,product,50,3,125
2023-04-14,5,row,22,4,114
2023-04-14,5,product,43,1,218
2023-04-15,1,row,7,1,179
2023-04-15,1,product,20,1,248
2023-04-15,1,product,33,1,116
2023-04-15,1,row,34,4,177
2023-04-15,1,product,46,2,167
2023-04-15,2,row,36,4,115
2023-04-15,2,row,46,3,198
2023-04-15,3,product,1,1,231
2023-04-15,3,product,4,1,191
2023-04-15,3,row,9,4,115
2023-04-15,3,row,19,1,136
2023-04-15,4,product,22,1,162
2023-04-15,5,row,24,4,122
2023-04-15,5,product,30,3,147
2023-04-16,1,row,4,2,188
2023-04-16,1,product,27,3,99
2023-04-16,1,row,45,1,273
2023-04-16,2,row,4,1,250
2023-04-16,2,row,41,1,76
2023-04-16,3,row,1,2,153
2023-04-16,3,product,2,2,165
2023-04-16,3,row,8,4,156
2023-04-16,3,product,23,1,82
2023-04-16,3,product,38,2,176
2023-04-16,4,product,3,3,86
2023-04-16,4,row,19,1,137
2023-04-16,4,row,36,1,178
2023-04-16,5,product,15,4,159
2023-04-17,1,row,38,2,216
2023-04-17,1,row,48,3,256
2023-04-17,1,row,49,3,73
2023-04-17,2,row,29,2,182
2023-04-17,2,row,40,2,131
2023-04-17,3,product,17,4,52
2023-04-17,3,product,17,2,60
2023-04-17,3,row,17,1,92
2023-04-17,3,row,28,3,155
2023-04-17,4,product,11,2,197
2023-04-17,4,product,18,2,150
2023-04-17,4,product,39,3,184
2023-04-17,5,product,15,3,327
2023-04-17,5,row,46,1,230
2023-04-18,1,product,18,3,194
2023-04-18,1,product,28,1,142
2023-04-18,1,row,45,2,198
2023-04-18,2,row,12,3,229
2023-04-18,2,product,21,1,103
2023-04-18,2,row,31,3,178
2023-04-18,3,row,13,2,161
2023-04-18,3,product,15,3,280
2023-04-18,3,row,43,4,189
2023-04-18,4,product,32,4,202
2023-04-18,4,product,33,1,156
2023-04-18,5,product,41,2,76
2023-04-18,5,product,41,4,69
2023-04-18,5,row,45,3,299
2023-04-19,1,product,6,1,122
2023-04-19,1,product,13,1,238
2023-04-19,1,row,14,3,269
2023-04-19,1,product,22,4,118
2023-04-19,1,product,43,3,204
2023-04-19,1,row,50,4,90
2023-04-19,2,row,3,1,98
2023-04-19,2,product,25,1,163
2023-04-19,2,product,50,3,117
2023-04-19,3,row,1,1,211
2023-04-19,3,row,48,3,201
2023-04-19,4,product,20,4,201
2023-04-19,4,product,25,2,107
2023-04-19,5,row,16,1,142
2023-04-20,1,row,13,4,170
2023-04-20,1,product,19,1,152
2023-04-20,2,product,30,1,153
2023-04-20,2,row,31,2,111
2023-04-20,3,row,15,4,206
2023-04-20,3,product,27,2,81
2023-04-20,3,row,43,2,169
2023-04-20,4,row,1,4,180
2023-04-20,4,product,20,1,282
2023-04-20,5,product,17,4,46
2023-04-20,5,row,19,3,122
2023-04-20,5,product,21,4,81
2023-04-20,5,row,27,2,60
2023-04-20,5,product,40,2,131
2023-04-21,1,row,16,1,177
2023-04-21,1,product,21,3,122
2023-04-21,1,row,49,1,86
2023-04-21,2,row,13,2,170
2023-04-21,2,row,36,4,104
2023-04-21,2,product,44,1,188
2023-04-21,3,product,41,2,81
2023-04-21,4,row,9,3,162
2023-04-21,4,row,9,4,126
2023-04-21,4,product,27,4,56
2023-04-21,4,product,38,4,173
2023-04-21,4,product,42,3,82
2023-04-21,5,product,34,4,212
2023-04-21,5,row,40,1,169
2023-04-22,1,product,10,4,118
2023-04-22,1,row,34,4,156
2023-04-22,1,row,37,4,64
2023-04-22,2,product,7,2,179
2023-04-22,2,product,30,3,130
2023-04-22,2,product,45,4,177
2023-04-22,2,product,47,2,134
2023-04-22,3,row,42,4,64
2023-04-22,3,product,49,3,85
2023-04-22,4,row,40,1,137
2023-04-22,4,row,42,3,66
2023-04-22,5,row,17,4,54
2023-04-22,5,row,22,3,164
2023-04-22,5,row,24,1,203
2023-04-23,1,product,15,3,232
2023-04-23,1,product,18,4,138
2023-04-23,1,row,23,1,117
2023-04-23,1,product,29,1,192
2023-04-23,2,row,13,2,171
2023-04-23,2,row,50,3,107
2023-04-23,3,product,48,4,137
2023-04-23,4,product,28,4,109
2023-04-23,4,product,28,3,134
2023-04-23,4,row,45,4,156
2023-04-23,5,product,13,1,212
2023-04-23,5,row,19,2,87
2023-04-23,5,row,46,4,133
2023-04-23,5,row,47,1,196
2023-04-24,1,product,5,3,193
2023-04-24,1,product,9,4,116
2023-04-24,1,product,12,1,240
2023-04-24,1,row,33,2,118
2023-04-24,2,product,5,2,166
2023-04-24,2,row,42,2,72
2023-04-24,2,product,47,4,120
2023-04-24,3,product,14,4,154
2023-04-24,3,row,16,3,156
2023-04-24,3,row,17,2,62
2023-04-24,3,product,18,3,203
2023-04-24,4,row,10,1,228
2023-04-24,5,product,8,2,220
2023-04-24,5,product,19,2,113
2023-04-25,1,row,3,2,67
2023-04-25,1,row,14,3,315
2023-04-25,1,row,21,1,121
2023-04-25,1,product,49,4,65
2023-04-25,2,row,13,4,169
2023-04-25,2,row,29,3,227
2023-04-25,3,product,3,4,63
2023-04-25,3,row,18,1,229
2023-04-25,3,row,30,4,116
2023-04-25,3,product,43,3,196
2023-04-25,3,row,48,1,246
2023-04-25,4,product,11,4,187
2023-04-25,4,product,27,1,112
2023-04-25,5,row,46,2,156
2023-04-26,1,row,1,4,152
2023-04-26,2,row,10,1,229
2023-04-26,2,row,25,2,111
2023-04-26,2,row,48,2,181
2023-04-26,3,row,3,1,115
2023-04-26,3,product,10,2,171
2023-04-26,3,row,22,4,116
2023-04-26,3,row,22,1,132
2023-04-26,3,product,23,1,103
2023-04-26,3,row,28,2,98
2023-04-26,4,product,26,4,120
2023-04-26,4,product,34,4,192
2023-04-26,4,row,43,3,182
2023-04-26,5,product,12,1,260
2023-04-27,1,product,11,3,229
2023-04-27,1,row,25,1,157
2023-04-27,1,row,26,3,133
2023-04-27,1,product,37,1,90
2023-04-27,2,row,18,3,203
2023-04-27,2,row,31,1,162
2023-04-27,2,row,46,1,240
2023-04-27,3,row,3,3,104
2023-04-27,3,product,10,4,141
2023-04-27,3,product,31,3,151
2023-04-27,3,product,31,1,172
2023-04-27,4,row,7,3,218
2023-04-27,5,product,23,1,105
2023-04-27,5,row,26,3,137
2023-04-28,1,row,22,1,133
2023-04-28,1,row,45,1,312
2023-04-28,2,product,3,1,86
